,0,0,1,2,3,4,5,0,0
171,2019-07-14,86.885,0.0,0.0,0.0,0.0,0.0,38.857,26.562426
172,2019-07-15,38.857,0.0,0.0,0.0,0.0,24.0,29.354,26.562426
173,2019-07-16,29.354,15.5,2.2,18.4,10.0,4.0,24.865,26.562426
174,2019-07-17,24.865,4.5,0.0,25.8,0.1,0.1,48.336,26.562426
175,2019-07-18,48.336,0.0,1.1,1.3000000000000003,0.0,0.0,38.86,26.562426
176,2019-07-19,38.86,0.0,0.0,0.0,0.0,3.0,29.490000000000002,26.562426
177,2019-07-20,29.490000000000002,0.0,6.3,0.0,0.0,0.0,24.982,26.562426
178,2019-07-21,24.982,13.1,12.100000000000001,0.0,2.0,0.4,20.326,26.562426
179,2019-07-22,20.326,5.0,12.200000000000001,9.9,15.5,10.5,25.213,26.562426
180,2019-07-23,25.213,0.0,0.0,0.0,0.0,0.0,53.212,26.562426
181,2019-07-24,53.212,0.0,0.0,0.0,0.0,0.0,44.049,26.562426
182,2019-07-25,44.049,0.0,0.0,0.7,0.3,0.5,34.779,26.562426
183,2019-07-26,34.779,2.0,1.7,9.6,1.5,5.0,25.612,26.562426
184,2019-07-27,25.612,61.1,30.3,72.0,59.0,70.0,319.502,47.878204
185,2019-07-28,319.502,0.0,2.4,0.6,1.0,15.5,350.144,402.15085
186,2019-07-29,350.144,7.8,6.900000000000001,23.3,23.0,26.0,176.649,309.194
187,2019-07-30,176.649,0.0,0.0,0.0,0.0,0.0,225.176,337.46222
188,2019-07-31,225.176,1.6,0.0,0.0,0.2,1.0,139.388,26.562426
189,2019-08-01,139.388,0.0,0.6,64.4,15.0,24.0,144.322,26.562426
190,2019-08-02,144.322,0.3,1.1,6.3,10.5,63.5,188.394,26.562426
191,2019-08-03,188.394,0.0,0.5,0.0,0.0,0.0,154.806,26.562426
192,2019-08-04,154.806,0.0,0.2,0.0,0.0,0.0,101.226,26.562426
193,2019-08-05,101.226,0.0,0.0,0.0,0.0,0.0,76.825,26.562426
194,2019-08-06,76.825,0.0,0.0,0.0,0.0,0.0,57.22,26.562426
195,2019-08-07,57.22,0.0,2.8999999999999995,0.0,0.0,0.0,47.554,26.562426
196,2019-08-08,47.554,58.0,102.3,67.6,77.5,57.0,696.082,527.31885
197,2019-08-09,696.082,0.0,2.4,0.0,0.0,34.5,477.327,707.25775
198,2019-08-10,477.327,0.0,0.0,0.9,0.1,0.0,225.702,26.562426
199,2019-08-11,225.702,0.0,0.0,0.0,0.0,0.0,144.013,26.562426
200,2019-08-12,144.013,0.0,0.2,0.0,0.0,0.0,97.715,26.562426
201,2019-08-13,97.715,2.3,0.0,68.8,15.0,19.5,97.715,26.562426
202,2019-08-14,97.715,0.0,0.0,3.2000000000000006,0.0,0.5,87.352,26.562426
203,2019-08-15,87.352,0.0,3.1,0.0,0.0,0.0,66.759,26.562426
204,2019-08-16,66.759,203.70000000000002,87.2,33.6,18.0,26.5,134.044,671.1186
205,2019-08-17,134.044,3.4999999999999996,1.1,5.6,3.5,4.5,301.198,603.6872
206,2019-08-18,301.198,0.0,0.8,0.10000000000000002,0.0,3.0,155.852,26.562426
207,2019-08-19,155.852,0.0,0.0,0.0,0.0,0.0,108.652,26.562426
208,2019-08-20,108.652,0.0,0.0,0.0,0.0,0.0,76.704,26.562426
209,2019-08-21,76.704,0.8,0.0,0.0,0.0,0.0,56.147,26.562426
210,2019-08-22,56.147,0.4,1.5,0.20000000000000004,3.5,0.5,45.459,26.562426
211,2019-08-23,45.459,0.0,0.0,0.0,0.0,0.1,40.517,26.562426
212,2019-08-24,40.517,0.0,0.0,0.0,0.0,0.0,35.345,26.562426
213,2019-08-25,35.345,0.0,0.0,0.0,0.0,0.0,30.026999999999997,26.562426
214,2019-08-26,30.026999999999997,24.2,0.0,0.0,9.500000000000002,0.0,30.186,26.562426
215,2019-08-27,30.186,0.0,0.0,0.0,0.0,0.0,23.434,26.562426
216,2019-08-28,23.434,0.0,2.2,0.6,0.5,1.5,24.53,26.562426
217,2019-08-29,24.53,0.0,0.0,0.0,0.0,0.2,24.261,26.562426
218,2019-08-30,24.261,0.3,0.3,5.4,9.0,3.5,19.434,26.562426
219,2019-08-31,19.434,0.0,0.0,0.0,0.0,0.3,19.505,26.562426
220,2019-09-01,19.505,0.0,0.0,0.0,0.0,0.0,19.545,26.562426
221,2019-09-02,19.545,0.0,0.0,0.0,0.0,0.0,13.833,26.562426
222,2019-09-03,13.833,0.0,0.0,0.0,0.0,0.0,19.109,26.562426
223,2019-09-04,19.109,1.4,20.1,6.700000000000001,5.5,2.0,19.166,26.562426
